Inserted List,ORF Name,Gene Name
YDL115C,YDL115C,IWR1
YDL116W,YDL116W,NUP84
YDL117W,YDL117W,CYK3
YDL118W,YDL118W,YDL118W
YDL119C,YDL119C,HEM25
YDL120W,YDL120W,YFH1
YDL121C,YDL121C,YDL121C
YDL122W,YDL122W,UBP1
YDL123W,YDL123W,SNA4
YDL124W,YDL124W,YDL124W
YDL125C,YDL125C,HNT1
YDL126C,YDL126C,CDC48
YDL127W,YDL127W,PCL2
YDL128W,YDL128W,VCX1
YDL129W,YDL129W,YDL129W
YDL130W,YDL130W,RPP1b
YDL131W,YDL131W,LYS21
YDL132W,YDL132W,CDC53
YDL133W,YDL133W,SRF1
YDL134C,YDL134C,PPH21
YDL135C,YDL135C,RDI1
YDL136W,YDL136W,RPL35b
YDL137W,YDL137W,ARF2
YDL138W,YDL138W,RGT2
YDL139C,YDL139C,SCM3
YDL140C,YDL140C,RPO21
YDL141W,YDL141W,BPL1
YDL142C,YDL142C,CRD1
YDL143W,YDL143W,CCT4
YDL144C,YDL144C,YDL144C
YDL145C,YDL145C,COP1
YDL146W,YDL146W,LDB17
YDL147W,YDL147W,RPN5
YDL148C,YDL148C,NOP14
YDL149W,YDL149W,ATG9
YDL150W,YDL150W,RPC53
YDL151C,YDL151C,BUD30
YDL152W,YDL152W,YDL152W
YDL153C,YDL153C,SAS10
YDL154W,YDL154W,MSH5
YDL155W,YDL155W,CLB3
YDL156W,YDL156W,CMR1
YDL157C,YDL157C,YDL157C
YDL158C,YDL158C,YDL158C
YDL159W,YDL159W,STE7
YDL160C,YDL160C,DHH1
YDL161W,YDL161W,ENT1
YDL162C,YDL162C,YDL162C
YDL163W,YDL163W,YDL163W
YDL164C,YDL164C,CDC9
YDL165W,YDL165W,CDC36
YDL166C,YDL166C,FAP7
YDL167C,YDL167C,NRP1
YDL168W,YDL168W,SFA1
YDL169C,YDL169C,UGX2
YDL170W,YDL170W,UGA3
YDL171C,YDL171C,GLT1
YDL172C,YDL172C,YDL172C
YDL173W,YDL173W,PAR32
YDL174C,YDL174C,DLD1
YDL175C,YDL175C,AIR2
YDL176W,YDL176W,YDL176W
YDL177C,YDL177C,YDL177C
YDL178W,YDL178W,DLD2
YDL179W,YDL179W,PCL9
YDL180W,YDL180W,YDL180W
YDL181W,YDL181W,INH1
YDL182W,YDL182W,LYS20
YDL183C,YDL183C,YDL183C
YDL184C,YDL184C,RPL41a
YDL185W,YDL185W,VMA1
YDL186W,YDL186W,YDL186W
YDL187C,YDL187C,YDL187C
YDL188C,YDL188C,PPH22
YDL189W,YDL189W,RBS1
YDL190C,YDL190C,UFD2
YDL191W,YDL191W,RPL35a
YDL192W,YDL192W,ARF1
YDL193W,YDL193W,NUS1
YDL194W,YDL194W,SNF3
YDL195W,YDL195W,SEC31
YDL196W,YDL196W,YDL196W
YDL197C,YDL197C,ASF2
YDL198C,YDL198C,GGC1
YDL199C,YDL199C,YDL199C
YDL200C,YDL200C,MGT1
YDL201W,YDL201W,TRM8
YDL202W,YDL202W,MRPL11
YDL203C,YDL203C,ACK1
YDL204W,YDL204W,RTN2
YDL205C,YDL205C,HEM3
YDL206W,YDL206W,YDL206W
YDL207W,YDL207W,GLE1
YDL208W,YDL208W,NHP2
YDL209C,YDL209C,CWC2
YDL210W,YDL210W,UGA4
YDL211C,YDL211C,YDL211C
YDL212W,YDL212W,SHR3
YDL213C,YDL213C,NOP6
YDL214C,YDL214C,PRR2
YDL215C,YDL215C,GDH2
YDL216C,YDL216C,RRI1
YDL217C,YDL217C,TIM22
YDL218W,YDL218W,YDL218W
YDL219W,YDL219W,DTD1
YDL220C,YDL220C,CDC13
YDL221W,YDL221W,YDL221W
YDL222C,YDL222C,FMP45
YDL223C,YDL223C,HBT1
YDL224C,YDL224C,WHI4
YDL225W,YDL225W,SHS1
YDL226C,YDL226C,GCS1
YDL227C,YDL227C,Ho
YDL228C,YDL228C,YDL228C
YDL229W,YDL229W,SSB1
YDL230W,YDL230W,PTP1
YDL231C,YDL231C,BRE4
YDL232W,YDL232W,OST4
YDL233W,YDL233W,MFG1
YDL234C,YDL234C,GYP7
YDL235C,YDL235C,YPD1
YDL236W,YDL236W,PHO13
YDL237W,YDL237W,AIM6
YDL238C,YDL238C,GUD1
YDL239C,YDL239C,ADY3
YDL240W,YDL240W,LRG1
YDL241W,YDL241W,YDL241W
YDL242W,YDL242W,YDL242W
YDL243C,YDL243C,AAD4
YDL244W,YDL244W,THI13
YDL245C,YDL245C,HXT15
YDL246C,YDL246C,SOR2
YDL247W,YDL247W,MPH2
YDL248W,YDL248W,COS7
YDR001C,YDR001C,NTH1
YDR002W,YDR002W,YRB1
YDR003W,YDR003W,RCR2
YDR004W,YDR004W,RAD57
YDR005C,YDR005C,MAF1
YDR006C,YDR006C,SOK1
YDR007W,YDR007W,TRP1
YDR008C,YDR008C,YDR008C
YDR009W,YDR009W,GAL3
YDR010C,YDR010C,YDR010C
YDR011W,YDR011W,SNQ2
YDR012W,YDR012W,RPL4b
YDR013W,YDR013W,PSF1
YDR014W,YDR014W,RAD61
YDR015C,YDR015C,YDR015C
YDR016C,YDR016C,DAD1
YDR017C,YDR017C,KCS1
YDR018C,YDR018C,YDR018C
YDR019C,YDR019C,GCV1
YDR020C,YDR020C,DAS2
YDR021W,YDR021W,FAL1
YDR022C,YDR022C,ATG31
YDR023W,YDR023W,SES1
YDR024W,YDR024W,FYV1
YDR025W,YDR025W,RPS11a
YDR026C,YDR026C,NSI1
YDR027C,YDR027C,VPS54
YDR028C,YDR028C,REG1
YDR029W,YDR029W,YDR029W
YDR030C,YDR030C,RAD28
YDR031W,YDR031W,MIX14
YDR032C,YDR032C,PST2
YDR033W,YDR033W,MRH1
YDR034C,YDR034C,LYS14
YDR035W,YDR035W,ARO3
YDR036C,YDR036C,EHD3
YDR037W,YDR037W,KRS1
YDR038C,YDR038C,ENA5
YDR039C,YDR039C,ENA2
YDR040C,YDR040C,ENA1
YDR041W,YDR041W,RSM10
YDR042C,YDR042C,YDR042C
YDR043C,YDR043C,NRG1
YDR044W,YDR044W,HEM13
YDR045C,YDR045C,RPC11
YDR046C,YDR046C,BAP3
YDR047W,YDR047W,HEM12
YDR048C,YDR048C,YDR048C
YDR049W,YDR049W,VMS1
YDR050C,YDR050C,TPI1
YDR051C,YDR051C,DET1
YDR052C,YDR052C,DBF4
YDR053W,YDR053W,YDR053W
YDR054C,YDR054C,CDC34
YDR055W,YDR055W,PST1
YDR056C,YDR056C,EMC10
YDR057W,YDR057W,YOS9
YDR058C,YDR058C,TGL2
YDR059C,YDR059C,UBC5
YDR060W,YDR060W,MAK21
YDR061W,YDR061W,YDR061W
YDR062W,YDR062W,LCB2
YDR063W,YDR063W,AIM7
YDR064W,YDR064W,RPS13
YDR065W,YDR065W,RRG1
YDR066C,YDR066C,RTR2
YDR067C,YDR067C,OCA6
YDR068W,YDR068W,DOS2
YDR069C,YDR069C,DOA4
YDR070C,YDR070C,FMP16
YDR071C,YDR071C,PAA1
YDR072C,YDR072C,IPT1
YDR073W,YDR073W,SNF11
YDR074W,YDR074W,TPS2
YDR075W,YDR075W,PPH3
YDR076W,YDR076W,RAD55
YDR077W,YDR077W,SED1
YDR078C,YDR078C,SHU2
YDR079W,YDR079W,PET100
YDR080W,YDR080W,VPS41
YDR081C,YDR081C,PDC2
YDR082W,YDR082W,STN1
YDR083W,YDR083W,RRP8
YDR084C,YDR084C,TVP23
YDR085C,YDR085C,AFR1
YDR086C,YDR086C,SSS1
YDR087C,YDR087C,RRP1
YDR088C,YDR088C,SLU7
YDR089W,YDR089W,VTC5
YDR090C,YDR090C,YDR090C
YDR091C,YDR091C,RLI1
YDR092W,YDR092W,UBC13
YDR093W,YDR093W,DNF2
YDR094W,YDR094W,YDR094W
YDR095C,YDR095C,YDR095C
YDR096W,YDR096W,GIS1
YDR097C,YDR097C,MSH6
YDR098C,YDR098C,GRX3
YDR099W,YDR099W,BMH2
YDR100W,YDR100W,TVP15
YDR101C,YDR101C,ARX1
YDR102C,YDR102C,YDR102C
YDR103W,YDR103W,STE5
YDR104C,YDR104C,SPO71
YDR105C,YDR105C,TMS1
YDR106W,YDR106W,ARP10
YDR107C,YDR107C,TMN2
YDR108W,YDR108W,TRS85
YDR109C,YDR109C,YDR109C
YDR110W,YDR110W,FOB1
YDR111C,YDR111C,ALT2
YDR112W,YDR112W,YDR112W
YDR113C,YDR113C,PDS1
YDR114C,YDR114C,YDR114C
YDR115W,YDR115W,MRX14
YDR116C,YDR116C,MRPL1
YDR117C,YDR117C,TMA64
YDR118W,YDR118W,APC4
YDR119W,YDR119W,VBA4
YDR120C,YDR120C,TRM1
YDR121W,YDR121W,DPB4
YDR122W,YDR122W,KIN1
YDR123C,YDR123C,INO2
YDR124W,YDR124W,YDR124W
YDR125C,YDR125C,ECM18
YDR126W,YDR126W,SWF1
YDR127W,YDR127W,ARO1
YDR128W,YDR128W,MTC5
YDR129C,YDR129C,SAC6
YDR130C,YDR130C,FIN1
YDR131C,YDR131C,YDR131C
YDR132C,YDR132C,YDR132C
YDR133C,YDR133C,YDR133C
YDR134C,YDR134C,YDR134C
YDR135C,YDR135C,YCF1
YDR136C,YDR136C,VPS61
YDR137W,YDR137W,RGP1
YDR138W,YDR138W,HPR1
YDR139C,YDR139C,RUB1
YDR140W,YDR140W,MTQ2
YDR141C,YDR141C,DOP1
YDR142C,YDR142C,PEX7
YDR143C,YDR143C,SAN1
YDR144C,YDR144C,MKC7
YDR145W,YDR145W,TAF12
YDR146C,YDR146C,SWI5
YDR147W,YDR147W,EKI1
YDR148C,YDR148C,KGD2
YDR149C,YDR149C,YDR149C
YDR150W,YDR150W,NUM1
YDR151C,YDR151C,CTH1
YDR152W,YDR152W,GIR2
YDR153C,YDR153C,ENT5
YDR154C,YDR154C,YDR154C
YDR155C,YDR155C,CPR1
YDR156W,YDR156W,RPA14
YDR157W,YDR157W,YDR157W
YDR158W,YDR158W,HOM2
YDR159W,YDR159W,SAC3
YDR160W,YDR160W,SSY1
YDR161W,YDR161W,ACL4
YDR162C,YDR162C,NBP2
YDR163W,YDR163W,CWC15
YDR164C,YDR164C,SEC1
YDR165W,YDR165W,TRM82
YDR166C,YDR166C,SEC5
YDR167W,YDR167W,TAF10
YDR168W,YDR168W,CDC37
YDR169C,YDR169C,STB3
YDR170C,YDR170C,SEC7
YDR171W,YDR171W,HSP42
YDR172W,YDR172W,SUP35
YDR173C,YDR173C,ARG82
YDR174W,YDR174W,HMO1
YDR175C,YDR175C,RSM24
YDR176W,YDR176W,NGG1
YDR177W,YDR177W,UBC1
YDR178W,YDR178W,SDH4
YDR179C,YDR179C,CSN9
YDR179W-A,YDR179W-A,NVJ3
YDR180W,YDR180W,SCC2
YDR181C,YDR181C,SAS4
YDR182W,YDR182W,CDC1
YDR183W,YDR183W,PLP1
YDR184C,YDR184C,ATC1
YDR185C,YDR185C,UPS3
YDR186C,YDR186C,SND1
YDR187C,YDR187C,YDR187C
YDR188W,YDR188W,CCT6
YDR189W,YDR189W,SLY1
YDR190C,YDR190C,RVB1
YDR191W,YDR191W,HST4
YDR192C,YDR192C,NUP42
YDR193W,YDR193W,YDR193W
YDR194C,YDR194C,MSS116
YDR195W,YDR195W,REF2
YDR196C,YDR196C,CAB5
YDR197W,YDR197W,CBS2
YDR198C,YDR198C,RKM2
YDR199W,YDR199W,YDR199W
YDR200C,YDR200C,VPS64
YDR201W,YDR201W,SPC19
YDR202C,YDR202C,RAV2
YDR203W,YDR203W,YDR203W
YDR204W,YDR204W,COQ4
YDR205W,YDR205W,MSC2
YDR206W,YDR206W,EBS1
YDR207C,YDR207C,UME6
YDR208W,YDR208W,MSS4
YDR209C,YDR209C,YDR209C
YDR210W,YDR210W,YDR210W
YDR211W,YDR211W,GCD6
YDR212W,YDR212W,TCP1
YDR213W,YDR213W,UPC2
YDR214W,YDR214W,AHA1
YDR215C,YDR215C,YDR215C
YDR216W,YDR216W,ADR1
YDR217C,YDR217C,RAD9
YDR218C,YDR218C,SPR28
YDR219C,YDR219C,MFB1
YDR220C,YDR220C,YDR220C
YDR221W,YDR221W,GTB1
YDR222W,YDR222W,YDR222W
YDR223W,YDR223W,CRF1
YDR224C,YDR224C,HTB1
YDR225W,YDR225W,HTA1
YDR226W,YDR226W,ADK1
YDR227W,YDR227W,SIR4
YDR228C,YDR228C,PCF11
YDR229W,YDR229W,IVY1
YDR230W,YDR230W,YDR230W
YDR231C,YDR231C,COX20
YDR232W,YDR232W,HEM1
YDR233C,YDR233C,RTN1
YDR234W,YDR234W,LYS4
YDR235W,YDR235W,PRP42
YDR236C,YDR236C,FMN1
YDR237W,YDR237W,MRPL7
YDR238C,YDR238C,SEC26
YDR239C,YDR239C,YDR239C
YDR240C,YDR240C,SNU56
YDR241W,YDR241W,BUD26
YDR242W,YDR242W,AMD2
YDR243C,YDR243C,PRP28
YDR244W,YDR244W,PEX5
YDR245W,YDR245W,MNN10
YDR246W,YDR246W,TRS23
YDR247W,YDR247W,VHS1
YDR248C,YDR248C,YDR248C
YDR249C,YDR249C,YDR249C
YDR250C,YDR250C,YDR250C
YDR251W,YDR251W,PAM1
YDR252W,YDR252W,BTT1
YDR253C,YDR253C,MET32
YDR254W,YDR254W,CHL4
YDR255C,YDR255C,RMD5
YDR256C,YDR256C,CTA1
YDR257C,YDR257C,RKM4
YDR258C,YDR258C,HSP78
YDR259C,YDR259C,YAP6
YDR260C,YDR260C,SWM1
YDR261C,YDR261C,EXG2
YDR262W,YDR262W,YDR262W
YDR263C,YDR263C,DIN7
YDR264C,YDR264C,AKR1
YDR265W,YDR265W,PEX10
YDR266C,YDR266C,HEL2
YDR267C,YDR267C,CIA1
YDR268W,YDR268W,MSW1
YDR269C,YDR269C,YDR269C
YDR270W,YDR270W,CCC2
YDR271C,YDR271C,YDR271C
YDR272W,YDR272W,GLO2
YDR273W,YDR273W,DON1
YDR274C,YDR274C,YDR274C
YDR275W,YDR275W,BSC2
YDR276C,YDR276C,PMP3
YDR277C,YDR277C,MTH1
YDR278C,YDR278C,YDR278C
YDR279W,YDR279W,RNH202
YDR280W,YDR280W,RRP45
YDR281C,YDR281C,PHM6
YDR282C,YDR282C,MRX10
YDR283C,YDR283C,GCN2
YDR284C,YDR284C,DPP1
YDR285W,YDR285W,ZIP1
YDR286C,YDR286C,YDR286C
YDR287W,YDR287W,INM2
YDR288W,YDR288W,NSE3
YDR289C,YDR289C,RTT103
YDR290W,YDR290W,YDR290W
YDR291W,YDR291W,HRQ1
YDR292C,YDR292C,SRP101
YDR293C,YDR293C,SSD1
YDR294C,YDR294C,DPL1
YDR295C,YDR295C,HDA2
YDR296W,YDR296W,MHR1
YDR297W,YDR297W,SUR2
YDR298C,YDR298C,ATP5
YDR299W,YDR299W,BFR2
YDR300C,YDR300C,PRO1
YDR301W,YDR301W,CFT1
YDR302W,YDR302W,GPI11
YDR303C,YDR303C,RSC3
YDR304C,YDR304C,CPR5
YDR305C,YDR305C,HNT2
YDR306C,YDR306C,YDR306C
YDR307W,YDR307W,PMT7
YDR308C,YDR308C,SRB7
YDR309C,YDR309C,GIC2
YDR310C,YDR310C,SUM1
YDR311W,YDR311W,TFB1
YDR312W,YDR312W,SSF2
YDR313C,YDR313C,PIB1
YDR314C,YDR314C,RAD34
YDR315C,YDR315C,IPK1
YDR316W,YDR316W,OMS1
YDR317W,YDR317W,HIM1
YDR318W,YDR318W,MCM21
YDR319C,YDR319C,YFT2
YDR320C,YDR320C,SWA2
YDR321W,YDR321W,ASP1
YDR322W,YDR322W,MRPL35
YDR323C,YDR323C,PEP7
YDR324C,YDR324C,UTP4
YDR325W,YDR325W,YCG1
YDR326C,YDR326C,YSP2
YDR327W,YDR327W,YDR327W
YDR328C,YDR328C,SKP1
YDR329C,YDR329C,PEX3
YDR330W,YDR330W,UBX5
YDR331W,YDR331W,GPI8
YDR332W,YDR332W,IRC3
YDR333C,YDR333C,RQC1
YDR334W,YDR334W,SWR1
YDR335W,YDR335W,MSN5
YDR336W,YDR336W,MRX8
YDR337W,YDR337W,MRPS28
YDR338C,YDR338C,YDR338C
YDR339C,YDR339C,FCF1
YDR340W,YDR340W,YDR340W
YDR341C,YDR341C,YDR341C
YDR342C,YDR342C,HXT7
YDR343C,YDR343C,HXT6
YDR344C,YDR344C,YDR344C
YDR345C,YDR345C,HXT3
YDR346C,YDR346C,SVF1
YDR347W,YDR347W,MRP1
YDR348C,YDR348C,PAL1
YDR349C,YDR349C,YPS7
YDR350C,YDR350C,ATP22
YDR351W,YDR351W,SBE2
YDR352W,YDR352W,YPQ2
YDR353W,YDR353W,TRR1
YDR354W,YDR354W,TRP4
YDR355C,YDR355C,YDR355C
YDR356W,YDR356W,SPC110
YDR357C,YDR357C,CNL1
YDR358W,YDR358W,GGA1
YDR359C,YDR359C,EAF1
YDR360W,YDR360W,YDR360W
YDR361C,YDR361C,BCP1
YDR362C,YDR362C,TFC6
YDR363W,YDR363W,ESC2
YDR364C,YDR364C,CDC40
YDR365C,YDR365C,ESF1
YDR366C,YDR366C,YDR366C
YDR367W,YDR367W,KEI1
YDR368W,YDR368W,YPR1
YDR369C,YDR369C,XRS2
YDR370C,YDR370C,DXO1
YDR371W,YDR371W,CTS2
YDR372C,YDR372C,VPS74
YDR373W,YDR373W,FRQ1
YDR374C,YDR374C,PHO92
YDR375C,YDR375C,BCS1
YDR376W,YDR376W,ARH1
YDR377W,YDR377W,ATP17
YDR378C,YDR378C,LSM6
YDR379W,YDR379W,RGA2
YDR380W,YDR380W,ARO10
YDR381W,YDR381W,YRA1
YDR382W,YDR382W,RPP2b
YDR383C,YDR383C,NKP1
YDR384C,YDR384C,ATO3
YDR385W,YDR385W,EFT2
YDR386W,YDR386W,MUS81
YDR387C,YDR387C,CIN10
YDR388W,YDR388W,RVS167
YDR389W,YDR389W,SAC7
YDR390C,YDR390C,UBA2
YDR391C,YDR391C,YDR391C
YDR392W,YDR392W,SPT3
YDR393W,YDR393W,SHE9
YDR394W,YDR394W,RPT3
YDR395W,YDR395W,SXM1
YDR396W,YDR396W,YDR396W
YDR397C,YDR397C,NCB2
YDR398W,YDR398W,UTP5
YDR399W,YDR399W,HPT1
YDR400W,YDR400W,URH1
YDR401W,YDR401W,YDR401W
YDR402C,YDR402C,DIT2
YDR403W,YDR403W,DIT1
YDR404C,YDR404C,RPB7
YDR405W,YDR405W,MRP20
YDR406W,YDR406W,PDR15
YDR407C,YDR407C,TRS120
YDR408C,YDR408C,ADE8
YDR409W,YDR409W,SIZ1
YDR410C,YDR410C,STE14
YDR411C,YDR411C,DFM1
YDR412W,YDR412W,RRP17
YDR413C,YDR413C,YDR413C
YDR414C,YDR414C,ERD1
YDR415C,YDR415C,YDR415C
YDR416W,YDR416W,SYF1
YDR417C,YDR417C,YDR417C
YDR418W,YDR418W,RPL12b
YDR419W,YDR419W,RAD30
YDR420W,YDR420W,HKR1
YDR421W,YDR421W,ARO80
YDR422C,YDR422C,SIP1
YDR423C,YDR423C,CAD1
YDR424C,YDR424C,DYN2
YDR425W,YDR425W,SNX41
YDR426C,YDR426C,YDR426C
YDR427W,YDR427W,RPN9
YDR428C,YDR428C,BNA7
YDR429C,YDR429C,TIF35
YDR430C,YDR430C,CYM1
YDR431W,YDR431W,YDR431W
YDR432W,YDR432W,NPL3
YDR433W,YDR433W,YDR433W
YDR434W,YDR434W,GPI17
YDR435C,YDR435C,PPM1
YDR436W,YDR436W,PPZ2
YDR437W,YDR437W,GPI19
YDR438W,YDR438W,THI74
YDR439W,YDR439W,LRS4
YDR440W,YDR440W,DOT1
YDR441C,YDR441C,APT2
YDR442W,YDR442W,YDR442W
YDR443C,YDR443C,SSN2
YDR444W,YDR444W,YDR444W
YDR445C,YDR445C,YDR445C
YDR446W,YDR446W,ECM11
YDR447C,YDR447C,RPS17b
YDR448W,YDR448W,ADA2
YDR449C,YDR449C,UTP6
YDR450W,YDR450W,RPS18a
YDR451C,YDR451C,YHP1
YDR452W,YDR452W,PPN1
YDR453C,YDR453C,TSA2
YDR454C,YDR454C,GUK1
YDR455C,YDR455C,YDR455C
YDR456W,YDR456W,NHX1
YDR457W,YDR457W,TOM1
YDR458C,YDR458C,HEH2
YDR459C,YDR459C,PFA5
YDR460W,YDR460W,TFB3
YDR461W,YDR461W,MFA1
YDR462W,YDR462W,MRPL28
YDR463W,YDR463W,STP1
YDR464W,YDR464W,SPP41
YDR465C,YDR465C,RMT2
YDR466W,YDR466W,PKH3
YDR467C,YDR467C,YDR467C
YDR468C,YDR468C,TLG1
YDR469W,YDR469W,SDC1
YDR470C,YDR470C,UGO1
YDR471W,YDR471W,RPL27b
YDR472W,YDR472W,TRS31
YDR473C,YDR473C,PRP3
YDR474C,YDR474C,YDR474C
YDR475C,YDR475C,JIP4
YDR476C,YDR476C,YDR476C
YDR477W,YDR477W,SNF1
YDR478W,YDR478W,SNM1
YDR479C,YDR479C,PEX29
YDR480W,YDR480W,DIG2
YDR481C,YDR481C,PHO8
YDR482C,YDR482C,CWC21
YDR483W,YDR483W,KRE2
YDR484W,YDR484W,VPS52
YDR485C,YDR485C,VPS72
YDR486C,YDR486C,VPS60
YDR487C,YDR487C,RIB3
YDR488C,YDR488C,PAC11
YDR489W,YDR489W,SLD5
YDR490C,YDR490C,PKH1
YDR491C,YDR491C,YDR491C
YDR492W,YDR492W,IZH1
YDR493W,YDR493W,MZM1
YDR494W,YDR494W,RSM28
YDR495C,YDR495C,VPS3
YDR496C,YDR496C,PUF6
YDR497C,YDR497C,ITR1
YDR498C,YDR498C,SEC20
YDR499W,YDR499W,LCD1
YDR500C,YDR500C,RPL37b
YDR501W,YDR501W,PLM2
YDR502C,YDR502C,SAM2
YDR503C,YDR503C,LPP1
YDR504C,YDR504C,SPG3
YDR505C,YDR505C,PSP1
YDR506C,YDR506C,GMC1
YDR507C,YDR507C,GIN4
YDR508C,YDR508C,GNP1
YDR509W,YDR509W,YDR509W
YDR510W,YDR510W,SMT3
YDR511W,YDR511W,SDH7
YDR512C,YDR512C,EMI1
YDR513W,YDR513W,GRX2
YDR514C,YDR514C,YDR514C
YDR515W,YDR515W,SLF1
YDR516C,YDR516C,EMI2
YDR517W,YDR517W,GRH1
YDR518W,YDR518W,EUG1
YDR519W,YDR519W,FPR2
YDR520C,YDR520C,URC2
YDR521W,YDR521W,YDR521W
YDR522C,YDR522C,SPS2
YDR523C,YDR523C,SPS1
YDR524C,YDR524C,AGE1
YDR525W,YDR525W,API2
YDR526C,YDR526C,YDR526C
YDR527W,YDR527W,RBA50
YDR528W,YDR528W,HLR1
YDR529C,YDR529C,QCR7
YDR530C,YDR530C,APA2
YDR531W,YDR531W,CAB1
YDR532C,YDR532C,KRE28
YDR533C,YDR533C,HSP31
YDR534C,YDR534C,FIT1
YDR535C,YDR535C,YDR535C
YDR536W,YDR536W,STL1
YDR537C,YDR537C,YDR537C
YDR538W,YDR538W,PAD1
YDR539W,YDR539W,FDC1
YDR540C,YDR540C,IRC4
YDR541C,YDR541C,YDR541C
YDR542W,YDR542W,PAU10
YDR543C,YDR543C,YDR543C
YDR544C,YDR544C,YDR544C
YDR545W,YDR545W,YRF1-1
YEL001C,YEL001C,IRC22
YEL002C,YEL002C,WBP1
YEL003W,YEL003W,GIM4
YEL004W,YEL004W,YEA4
YEL005C,YEL005C,VAB2
YEL006W,YEL006W,YEA6
YEL007W,YEL007W,MIT1
YEL008W,YEL008W,YEL008W
YEL009C,YEL009C,GCN4
YEL010W,YEL010W,YEL010W
YEL011W,YEL011W,GLC3
YEL012W,YEL012W,UBC8
YEL013W,YEL013W,VAC8
YEL014C,YEL014C,YEL014C
YEL015W,YEL015W,EDC3
YEL016C,YEL016C,NPP2
YEL017C-A,YEL017C-A,PMP2
YEL017W,YEL017W,GTT3
YEL018W,YEL018W,EAF5
YEL019C,YEL019C,MMS21
YEL020C,YEL020C,PXP1
YEL021W,YEL021W,URA3
YEL022W,YEL022W,GEA2
YEL023C,YEL023C,YEL023C
YEL024W,YEL024W,RIP1
YEL025C,YEL025C,YEL025C
YEL026W,YEL026W,SNU13
YEL027W,YEL027W,VMA3
YEL028W,YEL028W,YEL028W
YEL029C,YEL029C,BUD16
YEL030W,YEL030W,ECM10
YEL031W,YEL031W,SPF1
YEL032W,YEL032W,MCM3
YEL033W,YEL033W,MTC7
YEL034W,YEL034W,HYP2
YEL035C,YEL035C,UTR5
YEL036C,YEL036C,ANP1
YEL037C,YEL037C,RAD23
YEL038W,YEL038W,UTR4
YEL039C,YEL039C,CYC7
YEL040W,YEL040W,UTR2
YEL041W,YEL041W,YEF1
YEL042W,YEL042W,GDA1
YEL043W,YEL043W,YEL043W
YEL044W,YEL044W,IES6
YEL045C,YEL045C,YEL045C
YEL046C,YEL046C,GLY1
YEL047C,YEL047C,FRD1
YEL048C,YEL048C,TCA17
YEL049W,YEL049W,PAU2
YEL050C,YEL050C,RML2
YEL051W,YEL051W,VMA8
YEL052W,YEL052W,AFG1
YEL053C,YEL053C,MAK10
YEL054C,YEL054C,RPL12a
YEL055C,YEL055C,POL5
YEL056W,YEL056W,HAT2
YEL057C,YEL057C,SDD1
YEL058W,YEL058W,PCM1
YEL059C-A,YEL059C-A,SOM1
YEL059W,YEL059W,YEL059W
YEL060C,YEL060C,PRB1
YEL061C,YEL061C,CIN8
YEL062W,YEL062W,NPR2
YEL063C,YEL063C,CAN1
YEL064C,YEL064C,AVT2
YEL065W,YEL065W,SIT1
YEL066W,YEL066W,HPA3
YEL067C,YEL067C,YEL067C
YEL068C,YEL068C,YEL068C
YEL069C,YEL069C,HXT13
YEL070W,YEL070W,DSF1
YEL071W,YEL071W,DLD3
YEL072W,YEL072W,RMD6
YEL073C,YEL073C,YEL073C
YEL074W,YEL074W,YEL074W
YEL075C,YEL075C,YEL075C
YEL076C,YEL076C,YEL076C
YEL076C-A,YEL076C-A,YEL076C-A
YEL076W-C,Unknown,Unknown
YEL077C,YEL077C,YEL077C
YER001W,YER001W,MNN1
YER002W,YER002W,NOP16
YER003C,YER003C,PMI40
YER004W,YER004W,FMP52
YER005W,YER005W,YND1
YER006W,YER006W,NUG1
YER007C-A,YER007C-A,TMA20
YER007W,YER007W,PAC2
YER008C,YER008C,SEC3
YER009W,YER009W,NTF2
YER010C,YER010C,YER010C
YER011W,YER011W,TIR1
YER012W,YER012W,PRE1
YER013W,YER013W,PRP22
YER014W,YER014W,HEM14
YER015W,YER015W,FAA2
YER016W,YER016W,BIM1
YER017C,YER017C,AFG3
YER018C,YER018C,SPC25
YER019C-A,YER019C-A,SBH2
YER019W,YER019W,ISC1
YER020W,YER020W,GPA2
YER021W,YER021W,RPN3
YER022W,YER022W,SRB4
YER023W,YER023W,PRO3
YER024W,YER024W,YAT2
YER025W,YER025W,GCD11
YER026C,YER026C,CHO1
YER027C,YER027C,GAL83
YER028C,YER028C,MIG3
YER029C,YER029C,SMB1
YER030W,YER030W,CHZ1
YER031C,YER031C,YPT31
YER032W,YER032W,FIR1
YER033C,YER033C,ZRG8
YER034W,YER034W,YER034W
YER035W,YER035W,EDC2
YER036C,YER036C,ARB1
YER037W,YER037W,PHM8
YER038C,YER038C,KRE29
YER039C,YER039C,HVG1
YER040W,YER040W,GLN3
YER041W,YER041W,YEN1
YER042W,YER042W,MXR1
YER043C,YER043C,SAH1
YER044C,YER044C,ERG28
YER044C-A,YER044C-A,MEI4
YER045C,YER045C,ACA1
YER046W,YER046W,SPO73
YER047C,YER047C,SAP1
YER048C,YER048C,CAJ1
YER049W,YER049W,TPA1
YER050C,YER050C,RSM18
YER051W,YER051W,JHD1
YER052C,YER052C,HOM3
YER053C,YER053C,PIC2
YER054C,YER054C,GIP2
YER055C,YER055C,HIS1
YER056C,YER056C,FCY2
