Inserted List,,ORF Name,Gene Name
FMO1,,YHR176W,FMO1
YHR177W,,YHR177W,YHR177W
STB5,,YHR178W,STB5
OYE2,,YHR179W,OYE2
YHR180W,,YHR180W,YHR180W
SVP26,,YHR181W,SVP26
YHR182W,,YHR182W,YHR182W
GND1,,YHR183W,GND1
SSP1,,YHR184W,SSP1
PFS1,,YHR185C,PFS1
KOG1,,YHR186C,KOG1
IKI1,,YHR187W,IKI1
GPI16,,YHR188C,GPI16
PTH1,,YHR189W,PTH1
ERG9,,YHR190W,ERG9
CTF8,,YHR191C,CTF8
LNP1,,YHR192W,LNP1
EGD2,,YHR193C,EGD2
MDM31,,YHR194W,MDM31
NVJ1,,YHR195W,NVJ1
UTP9,,YHR196W,UTP9
RIX1,,YHR197W,RIX1
AIM18,,YHR198C,AIM18
AIM46,,YHR199C,AIM46
RPN10,,YHR200W,RPN10
PPX1,,YHR201C,PPX1
YHR202W,,YHR202W,YHR202W
RPS4b,,YHR203C,RPS4b
MNL1,,YHR204W,MNL1
SCH9,,YHR205W,SCH9
SKN7,,YHR206W,SKN7
SET5,,YHR207C,SET5
BAT1,,YHR208W,BAT1
CRG1,,YHR209W,CRG1
YHR210C,,YHR210C,YHR210C
FLO5,,YHR211W,FLO5
YHR212C,,YHR212C,YHR212C
YHR213W,,YHR213W,YHR213W
YHR214W,,YHR214W,YHR214W
YHR214W-A,,YHR214W-A,YHR214W-A
PHO12,,YHR215W,PHO12
IMD2,,YHR216W,IMD2
YHR217C,,YHR217C,YHR217C
YHR218W,,YHR218W,YHR218W
YHR219W,,YHR219W,YHR219W
YIL177C,,YIL177C,YIL177C
PAU14,,YIL176C,PAU14
YIL175W,,YIL175W,YIL175W
YIL174W,,YIL174W,YIL174W
VTH1,,YIL173W,VTH1
IMA3,,YIL172C,IMA3
CSS1,,YIL169C,CSS1
YIL168W,,YIL168W,YIL168W
SDL1,,YIL167W,SDL1
YIL166C,,YIL166C,YIL166C
YIL165C,,YIL165C,YIL165C
NIT1,,YIL164C,NIT1
YIL163C,,YIL163C,YIL163C
SUC2,,YIL162W,SUC2
YIL161W,,YIL161W,YIL161W
POT1,,YIL160C,POT1
BNR1,,YIL159W,BNR1
AIM20,,YIL158W,AIM20
COA1,,YIL157C,COA1
UBP7,,YIL156W,UBP7
GUT2,,YIL155C,GUT2
RRD1,,YIL153W,RRD1
YIL152W,,YIL152W,YIL152W
ESL1,,YIL151C,ESL1
MCM10,,YIL150C,MCM10
MLP2,,YIL149C,MLP2
RPL40a,,YIL148W,RPL40a
SLN1,,YIL147C,SLN1
ATG32,,YIL146C,ATG32
PAN6,,YIL145C,PAN6
NDC80,,YIL144W,NDC80
SSL2,,YIL143C,SSL2
CCT2,,YIL142W,CCT2
YIL141W,,YIL141W,YIL141W
AXL2,,YIL140W,AXL2
REV7,,YIL139C,REV7
TPM2,,YIL138C,TPM2
TMA108,,YIL137C,TMA108
OM45,,YIL136W,OM45
VHS2,,YIL135C,VHS2
FLX1,,YIL134W,FLX1
RPL16a,,YIL133C,RPL16a
CSM2,,YIL132C,CSM2
FKH1,,YIL131C,FKH1
ASG1,,YIL130W,ASG1
TAO3,,YIL129C,TAO3
MET18,,YIL128W,MET18
RRT14,,YIL127C,RRT14
STH1,,YIL126W,STH1
KGD1,,YIL125W,KGD1
AYR1,,YIL124W,AYR1
SIM1,,YIL123W,SIM1
POG1,,YIL122W,POG1
QDR2,,YIL121W,QDR2
QDR1,,YIL120W,QDR1
RPI1,,YIL119C,RPI1
RHO3,,YIL118W,RHO3
PRM5,,YIL117C,PRM5
HIS5,,YIL116W,HIS5
NUP159,,YIL115C,NUP159
POR2,,YIL114C,POR2
SDP1,,YIL113W,SDP1
HOS4,,YIL112W,HOS4
COX5b,,YIL111W,COX5b
HPM1,,YIL110W,HPM1
SEC24,,YIL109C,SEC24
YIL108W,,YIL108W,YIL108W
PFK26,,YIL107C,PFK26
MOB1,,YIL106W,MOB1
SLM1,,YIL105C,SLM1
SHQ1,,YIL104C,SHQ1
DPH1,,YIL103W,DPH1
YIL102C,,YIL102C,YIL102C
XBP1,,YIL101C,XBP1
YIL100W,,YIL100W,YIL100W
SGA1,,YIL099W,SGA1
FMC1,,YIL098C,FMC1
FYV10,,YIL097W,FYV10
BMT5,,YIL096C,BMT5
PRK1,,YIL095W,PRK1
LYS12,,YIL094C,LYS12
RSM25,,YIL093C,RSM25
YIL092W,,YIL092W,YIL092W
UTP25,,YIL091C,UTP25
ICE2,,YIL090W,ICE2
YIL089W,,YIL089W,YIL089W
AVT7,,YIL088C,AVT7
AIM19,,YIL087C,AIM19
YIL086C,,YIL086C,YIL086C
KTR7,,YIL085C,KTR7
SDS3,,YIL084C,SDS3
CAB2,,YIL083C,CAB2
AIR1,,YIL079C,AIR1
THS1,,YIL078W,THS1
YIL077C,,YIL077C,YIL077C
SEC28,,YIL076W,SEC28
RPN2,,YIL075C,RPN2
SER33,,YIL074C,SER33
SPO22,,YIL073C,SPO22
HOP1,,YIL072W,HOP1
PCI8,,YIL071C,PCI8
MAM33,,YIL070C,MAM33
RPS24b,,YIL069C,RPS24b
SEC6,,YIL068C,SEC6
YIL067C,,YIL067C,YIL067C
RNR3,,YIL066C,RNR3
FIS1,,YIL065C,FIS1
EFM4,,YIL064W,EFM4
YRB2,,YIL063C,YRB2
ARC15,,YIL062C,ARC15
SNP1,,YIL061C,SNP1
YIL060W,,YIL060W,YIL060W
YIL059C,,YIL059C,YIL059C
YIL058W,,YIL058W,YIL058W
RGI2,,YIL057C,RGI2
VHR1,,YIL056W,VHR1
YIL055C,,YIL055C,YIL055C
YIL054W,,YIL054W,YIL054W
GPP1,,YIL053W,GPP1
RPL34b,,YIL052C,RPL34b
MMF1,,YIL051C,MMF1
PCL7,,YIL050W,PCL7
DFG10,,YIL049W,DFG10
NEO1,,YIL048W,NEO1
SYG1,,YIL047C,SYG1
MET30,,YIL046W,MET30
PIG2,,YIL045W,PIG2
AGE2,,YIL044C,AGE2
CBR1,,YIL043C,CBR1
PKP1,,YIL042C,PKP1
GVP36,,YIL041W,GVP36
APQ12,,YIL040W,APQ12
TED1,,YIL039W,TED1
NOT3,,YIL038C,NOT3
PRM2,,YIL037C,PRM2
CST6,,YIL036W,CST6
CKA1,,YIL035C,CKA1
CAP2,,YIL034C,CAP2
BCY1,,YIL033C,BCY1
YIL032C,,YIL032C,YIL032C
ULP2,,YIL031W,ULP2
SSM4,,YIL030C,SSM4
YIL029C,,YIL029C,YIL029C
YIL028W,,YIL028W,YIL028W
EMC5,,YIL027C,EMC5
IRR1,,YIL026C,IRR1
YIL025C,,YIL025C,YIL025C
YIL024C,,YIL024C,YIL024C
YKE4,,YIL023C,YKE4
TIM44,,YIL022W,TIM44
RPB3,,YIL021W,RPB3
HIS6,,YIL020C,HIS6
FAF1,,YIL019W,FAF1
RPL2b,,YIL018W,RPL2b
VID28,,YIL017C,VID28
SNL1,,YIL016W,SNL1
BAR1,,YIL015W,BAR1
YIL014C-A,,YIL014C-A,YIL014C-A
MNT3,,YIL014W,MNT3
PDR11,,YIL013C,PDR11
YIL012W,,YIL012W,YIL012W
TIR3,,YIL011W,TIR3
DOT5,,YIL010W,DOT5
EST3,,YIL009C-A,EST3
FAA3,,YIL009W,FAA3
URM1,,YIL008W,URM1
NAS2,,YIL007C,NAS2
YIA6,,YIL006W,YIA6
EPS1,,YIL005W,EPS1
BET1,,YIL004C,BET1
CFD1,,YIL003W,CFD1
INP51,,YIL002C,INP51
YIL001W,,YIL001W,YIL001W
SGN1,,YIR001C,SGN1
MPH1,,YIR002C,MPH1
AIM21,,YIR003W,AIM21
DJP1,,YIR004W,DJP1
IST3,,YIR005W,IST3
PAN1,,YIR006C,PAN1
EGH1,,YIR007W,EGH1
PRI1,,YIR008C,PRI1
MSL1,,YIR009W,MSL1
DSN1,,YIR010W,DSN1
STS1,,YIR011C,STS1
SQT1,,YIR012W,SQT1
GAT4,,YIR013C,GAT4
YIR014W,,YIR014W,YIR014W
RPR2,,YIR015W,RPR2
YIR016W,,YIR016W,YIR016W
MET28,,YIR017C,MET28
YAP5,,YIR018W,YAP5
FLO11,,YIR019C,FLO11
YIR020C,,YIR020C,YIR020C
YIR020W-A,,YIR020W-A,YIR020W-A
MRS1,,YIR021W,MRS1
SEC11,,YIR022W,SEC11
DAL81,,YIR023W,DAL81
INA22,,YIR024C,INA22
MND2,,YIR025W,MND2
YVH1,,YIR026C,YVH1
DAL1,,YIR027C,DAL1
DAL4,,YIR028W,DAL4
DAL2,,YIR029W,DAL2
DCG1,,YIR030C,DCG1
DAL7,,YIR031C,DAL7
DAL3,,YIR032C,DAL3
MGA2,,YIR033W,MGA2
LYS1,,YIR034C,LYS1
YIR035C,,YIR035C,YIR035C
IRC24,,YIR036C,IRC24
HYR1,,YIR037W,HYR1
GTT1,,YIR038C,GTT1
YPS6,,YIR039C,YPS6
YIR040C,,YIR040C,YIR040C
PAU15,,YIR041W,PAU15
YIR042C,,YIR042C,YIR042C
YIR043C,,YIR043C,YIR043C
YIR044C,,YIR044C,YIR044C
YJL225C,,YJL225C,YJL225C
PAU1,,YJL223C,PAU1
VTH2,,YJL222W,VTH2
IMA4,,YJL221C,IMA4
YJL220W,,YJL220W,YJL220W
HXT9,,YJL219W,HXT9
YJL218W,,YJL218W,YJL218W
REE1,,YJL217W,REE1
IMA5,,YJL216C,IMA5
YJL215C,,YJL215C,YJL215C
HXT8,,YJL214W,HXT8
YJL213W,,YJL213W,YJL213W
OPT1,,YJL212C,OPT1
YJL211C,,YJL211C,YJL211C
PEX2,,YJL210W,PEX2
CBP1,,YJL209W,CBP1
NUC1,,YJL208C,NUC1
LAA1,,YJL207C,LAA1
YJL206C,,YJL206C,YJL206C
NCE101,,YJL205C,NCE101
RCY1,,YJL204C,RCY1
PRP21,,YJL203W,PRP21
YJL202C,,YJL202C,YJL202C
ECM25,,YJL201W,ECM25
ACO2,,YJL200C,ACO2
MBB1,,YJL199C,MBB1
PHO90,,YJL198W,PHO90
UBP12,,YJL197W,UBP12
ELO1,,YJL196C,ELO1
YJL195C,,YJL195C,YJL195C
CDC6,,YJL194W,CDC6
YJL193W,,YJL193W,YJL193W
SOP4,,YJL192C,SOP4
RPS14b,,YJL191W,RPS14b
RPS22a,,YJL190C,RPS22a
RPL39,,YJL189W,RPL39
BUD19,,YJL188C,BUD19
SWE1,,YJL187C,SWE1
MNN5,,YJL186W,MNN5
ATG36,,YJL185C,ATG36
GON7,,YJL184W,GON7
MNN11,,YJL183W,MNN11
YJL182C,,YJL182C,YJL182C
RBH1,,YJL181W,RBH1
ATP12,,YJL180C,ATP12
PFD1,,YJL179W,PFD1
ATG27,,YJL178C,ATG27
RPL17b,,YJL177W,RPL17b
SWI3,,YJL176C,SWI3
YJL175W,,YJL175W,YJL175W
KRE9,,YJL174W,KRE9
RFA3,,YJL173C,RFA3
CPS1,,YJL172W,CPS1
TOH1,,YJL171C,TOH1
ASG7,,YJL170C,ASG7
YJL169W,,YJL169W,YJL169W
SET2,,YJL168C,SET2
ERG20,,YJL167W,ERG20
QCR8,,YJL166W,QCR8
HAL5,,YJL165C,HAL5
TPK1,,YJL164C,TPK1
YJL163C,,YJL163C,YJL163C
JJJ2,,YJL162C,JJJ2
FMP33,,YJL161W,FMP33
PIR5,,YJL160C,PIR5
HSP150,,YJL159W,HSP150
CIS3,,YJL158C,CIS3
FAR1,,YJL157C,FAR1
YJL156W-A,,YJL156W-A,YJL156W-A
SSY5,,YJL156C,SSY5
FBP26,,YJL155C,FBP26
VPS35,,YJL154C,VPS35
INO1,,YJL153C,INO1
YJL152W,,YJL152W,YJL152W
SNA3,,YJL151C,SNA3
YJL150W,,YJL150W,YJL150W
DAS1,,YJL149W,DAS1
RPA34,,YJL148W,RPA34
MRX5,,YJL147C,MRX5
IDS2,,YJL146W,IDS2
SFH5,,YJL145W,SFH5
YJL144W,,YJL144W,YJL144W
TIM17,,YJL143W,TIM17
YJL142C,,YJL142C,YJL142C
YAK1,,YJL141C,YAK1
RPB4,,YJL140W,RPB4
YUR1,,YJL139C,YUR1
TIF2,,YJL138C,TIF2
GLG2,,YJL137C,GLG2
RPS21b,,YJL136C,RPS21b
YJL135W,,YJL135W,YJL135W
LCB3,,YJL134W,LCB3
MRS3,,YJL133W,MRS3
YJL132W,,YJL132W,YJL132W
AIM23,,YJL131C,AIM23
URA2,,YJL130C,URA2
TRK1,,YJL129C,TRK1
PBS2,,YJL128C,PBS2
YJL127W-A,,YJL127W-A,YJL127W-A
SPT10,,YJL127C,SPT10
NIT2,,YJL126W,NIT2
GCD14,,YJL125C,GCD14
LSM1,,YJL124C,LSM1
MTC1,,YJL123C,MTC1
ALB1,,YJL122W,ALB1
RPE1,,YJL121C,RPE1
YJL120W,,YJL120W,YJL120W
YJL119C,,YJL119C,YJL119C
YJL118W,,YJL118W,YJL118W
PHO86,,YJL117W,PHO86
NCA3,,YJL116C,NCA3
ASF1,,YJL115W,ASF1
MDV1,,YJL112W,MDV1
CCT7,,YJL111W,CCT7
GZF3,,YJL110C,GZF3
UTP10,,YJL109C,UTP10
PRM10,,YJL108C,PRM10
YJL107C,,YJL107C,YJL107C
IME2,,YJL106W,IME2
SET4,,YJL105W,SET4
PAM16,,YJL104W,PAM16
GSM1,,YJL103C,GSM1
MEF2,,YJL102W,MEF2
GSH1,,YJL101C,GSH1
LSB6,,YJL100W,LSB6
CHS6,,YJL099W,CHS6
SAP185,,YJL098W,SAP185
PHS1,,YJL097W,PHS1
MRPL49,,YJL096W,MRPL49
BCK1,,YJL095W,BCK1
YJL028W,,YJL028W,YJL028W
YJL027C,,YJL027C,YJL027C
RNR2,,YJL026W,RNR2
RRN7,,YJL025W,RRN7
APS3,,YJL024C,APS3
PET130,,YJL023C,PET130
YJL022W,,YJL022W,YJL022W
BBC1,,YJL020C,BBC1
MPS3,,YJL019W,MPS3
YJL017W,,YJL017W,YJL017W
TPH3,,YJL016W,TPH3
YJL015C,,YJL015C,YJL015C
CCT3,,YJL014W,CCT3
MAD3,,YJL013C,MAD3
YJL012C-A,,YJL012C-A,YJL012C-A
VTC4,,YJL012C,VTC4
RPC17,,YJL011C,RPC17
NOP9,,YJL010C,NOP9
YJL009W,,YJL009W,YJL009W
CCT8,,YJL008C,CCT8
YJL007C,,YJL007C,YJL007C
CTK2,,YJL006C,CTK2
CYR1,,YJL005W,CYR1
SYS1,,YJL004C,SYS1
COX16,,YJL003W,COX16
OST1,,YJL002C,OST1
PRE3,,YJL001W,PRE3
AVT1,,YJR001W,AVT1
MPP10,,YJR002W,MPP10
MRX12,,YJR003C,MRX12
SAG1,,YJR004C,SAG1
APL1,,YJR005W,APL1
POL31,,YJR006W,POL31
SUI2,,YJR007W,SUI2
MHO1,,YJR008W,MHO1
TDH2,,YJR009C,TDH2
MET3,,YJR010W,MET3
SPC1,,YJR010C-A,SPC1
YJR011C,,YJR011C,YJR011C
YJR012C,,YJR012C,YJR012C
GPI14,,YJR013W,GPI14
TMA22,,YJR014W,TMA22
YJR015W,,YJR015W,YJR015W
ILV3,,YJR016C,ILV3
ESS1,,YJR017C,ESS1
YJR018W,,YJR018W,YJR018W
TES1,,YJR019C,TES1
YJR020W,,YJR020W,YJR020W
REC107,,YJR021C,REC107
LSM8,,YJR022W,LSM8
YJR023C,,YJR023C,YJR023C
MDE1,,YJR024C,MDE1
BNA1,,YJR025C,BNA1
RBH2,,YJR030C,RBH2
GEA1,,YJR031C,GEA1
CPR7,,YJR032W,CPR7
RAV1,,YJR033C,RAV1
PET191,,YJR034W,PET191
RAD26,,YJR035W,RAD26
HUL4,,YJR036C,HUL4
YJR037W,,YJR037W,YJR037W
YJR038C,,YJR038C,YJR038C
YJR039W,,YJR039W,YJR039W
GEF1,,YJR040W,GEF1
URB2,,YJR041C,URB2
NUP85,,YJR042W,NUP85
POL32,,YJR043C,POL32
VPS55,,YJR044C,VPS55
SSC1,,YJR045C,SSC1
TAH11,,YJR046W,TAH11
ANB1,,YJR047C,ANB1
CYC1,,YJR048W,CYC1
UTR1,,YJR049C,UTR1
ISY1,,YJR050W,ISY1
OSM1,,YJR051W,OSM1
RAD7,,YJR052W,RAD7
BFA1,,YJR053W,BFA1
KCH1,,YJR054W,KCH1
HIT1,,YJR055W,HIT1
YJR056C,,YJR056C,YJR056C
CDC8,,YJR057W,CDC8
APS2,,YJR058C,APS2
PTK2,,YJR059W,PTK2
CBF1,,YJR060W,CBF1
YJR061W,,YJR061W,YJR061W
NTA1,,YJR062C,NTA1
RPA12,,YJR063W,RPA12
CCT5,,YJR064W,CCT5
ARP3,,YJR065C,ARP3
TOR1,,YJR066W,TOR1
YAE1,,YJR067C,YAE1
RFC2,,YJR068W,RFC2
HAM1,,YJR069C,HAM1
LIA1,,YJR070C,LIA1
YJR071W,,YJR071W,YJR071W
NPA3,,YJR072C,NPA3
OPI3,,YJR073C,OPI3
MOG1,,YJR074W,MOG1
HOC1,,YJR075W,HOC1
CDC11,,YJR076C,CDC11
MIR1,,YJR077C,MIR1
BNA2,,YJR078W,BNA2
YJR079W,,YJR079W,YJR079W
AIM24,,YJR080C,AIM24
EAF6,,YJR082C,EAF6
ACF4,,YJR083C,ACF4
YJR084W,,YJR084W,YJR084W
YJR085C,,YJR085C,YJR085C
STE18,,YJR086W,STE18
YJR087W,,YJR087W,YJR087W
EMC2,,YJR088C,EMC2
BIR1,,YJR089W,BIR1
GRR1,,YJR090C,GRR1
JSN1,,YJR091C,JSN1
BUD4,,YJR092W,BUD4
FIP1,,YJR093C,FIP1
IME1,,YJR094C,IME1
RPL43b,,YJR094W-A,RPL43b
SFC1,,YJR095W,SFC1
YJR096W,,YJR096W,YJR096W
JJJ3,,YJR097W,JJJ3
YJR098C,,YJR098C,YJR098C
YUH1,,YJR099W,YUH1
AIM25,,YJR100C,AIM25
RSM26,,YJR101W,RSM26
VPS25,,YJR102C,VPS25
URA8,,YJR103W,URA8
SOD1,,YJR104C,SOD1
ADO1,,YJR105W,ADO1
ECM27,,YJR106W,ECM27
LIH1,,YJR107W,LIH1
ABM1,,YJR108W,ABM1
CPA2,,YJR109C,CPA2
YMR1,,YJR110W,YMR1
PXP2,,YJR111C,PXP2
NNF1,,YJR112W,NNF1
RSM7,,YJR113C,RSM7
YJR114W,,YJR114W,YJR114W
YJR115W,,YJR115W,YJR115W
TDA4,,YJR116W,TDA4
STE24,,YJR117W,STE24
ILM1,,YJR118C,ILM1
JHD2,,YJR119C,JHD2
YJR120W,,YJR120W,YJR120W
ATP2,,YJR121W,ATP2
IBA57,,YJR122W,IBA57
RPS5,,YJR123W,RPS5
YJR124C,,YJR124C,YJR124C
ENT3,,YJR125C,ENT3
VPS70,,YJR126C,VPS70
RSF2,,YJR127C,RSF2
YJR128W,,YJR128W,YJR128W
EFM3,,YJR129C,EFM3
STR2,,YJR130C,STR2
MNS1,,YJR131W,MNS1
NMD5,,YJR132W,NMD5
XPT1,,YJR133W,XPT1
SGM1,,YJR134C,SGM1
MCM22,,YJR135C,MCM22
TIM8,,YJR135W-A,TIM8
TTI2,,YJR136C,TTI2
MET5,,YJR137C,MET5
IML1,,YJR138W,IML1
HOM6,,YJR139C,HOM6
HIR3,,YJR140C,HIR3
IPA1,,YJR141W,IPA1
YJR142W,,YJR142W,YJR142W
PMT4,,YJR143C,PMT4
MGM101,,YJR144W,MGM101
RPS4a,,YJR145C,RPS4a
YJR146W,,YJR146W,YJR146W
HMS2,,YJR147W,HMS2
BAT2,,YJR148W,BAT2
YJR149W,,YJR149W,YJR149W
DAN1,,YJR150C,DAN1
DAN4,,YJR151C,DAN4
DAL5,,YJR152W,DAL5
PGU1,,YJR153W,PGU1
YJR154W,,YJR154W,YJR154W
AAD10,,YJR155W,AAD10
THI11,,YJR156C,THI11
YJR157W,,YJR157W,YJR157W
HXT16,,YJR158W,HXT16
SOR1,,YJR159W,SOR1
MPH3,,YJR160C,MPH3
COS5,,YJR161C,COS5
YJR162C,,YJR162C,YJR162C
YKL225W,,YKL225W,YKL225W
PAU16,,YKL224C,PAU16
YKL223W,,YKL223W,YKL223W
YKL222C,,YKL222C,YKL222C
MCH2,,YKL221W,MCH2
FRE2,,YKL220C,FRE2
COS9,,YKL219W,COS9
SRY1,,YKL218C,SRY1
JEN1,,YKL217W,JEN1
URA1,,YKL216W,URA1
OXP1,,YKL215C,OXP1
YRA2,,YKL214C,YRA2
DOA1,,YKL213C,DOA1
SAC1,,YKL212W,SAC1
TRP3,,YKL211C,TRP3
UBA1,,YKL210W,UBA1
STE6,,YKL209C,STE6
CBT1,,YKL208W,CBT1
EMC3,,YKL207W,EMC3
ADD66,,YKL206C,ADD66
LOS1,,YKL205W,LOS1
EAP1,,YKL204W,EAP1
TOR2,,YKL203C,TOR2
YKL202W,,YKL202W,YKL202W
MNN4,,YKL201C,MNN4
PTK1,,YKL198C,PTK1
PEX1,,YKL197C,PEX1
YKT6,,YKL196C,YKT6
MIA40,,YKL195W,MIA40
MST1,,YKL194C,MST1
SDS22,,YKL193C,SDS22
ACP1,,YKL192C,ACP1
DPH2,,YKL191W,DPH2
CNB1,,YKL190W,CNB1
HYM1,,YKL189W,HYM1
PXA2,,YKL188C,PXA2
FAT3,,YKL187C,FAT3
MTR2,,YKL186C,MTR2
ASH1,,YKL185W,ASH1
SPE1,,YKL184W,SPE1
LOT5,,YKL183W,LOT5
FAS1,,YKL182W,FAS1
PRS1,,YKL181W,PRS1
RPL17a,,YKL180W,RPL17a
COY1,,YKL179C,COY1
STE3,,YKL178C,STE3
YKL177W,,YKL177W,YKL177W
LST4,,YKL176C,LST4
ZRT3,,YKL175W,ZRT3
TPO5,,YKL174C,TPO5
SNU114,,YKL173W,SNU114
EBP2,,YKL172W,EBP2
NNK1,,YKL171W,NNK1
MRPL38,,YKL170W,MRPL38
YKL169C,,YKL169C,YKL169C
KKQ8,,YKL168C,KKQ8
MRP49,,YKL167C,MRP49
TPK3,,YKL166C,TPK3
YKL165C-A,,YKL165C-A,YKL165C-A
MCD4,,YKL165C,MCD4
PIR1,,YKL164C,PIR1
PIR3,,YKL163W,PIR3
YKL162C-A,,YKL162C-A,YKL162C-A
YKL162C,,YKL162C,YKL162C
KDX1,,YKL161C,KDX1
ELF1,,YKL160W,ELF1
RCN1,,YKL159C,RCN1
APE2,,YKL157W,APE2
RPS27a,,YKL156W,RPS27a
RSM22,,YKL155C,RSM22
SRP102,,YKL154W,SRP102
YKL153W,,YKL153W,YKL153W
GPM1,,YKL152C,GPM1
NNR2,,YKL151C,NNR2
MCR1,,YKL150W,MCR1
DBR1,,YKL149C,DBR1
SDH1,,YKL148C,SDH1
YKL147C,,YKL147C,YKL147C
AVT3,,YKL146W,AVT3
RPT1,,YKL145W,RPT1
RPC25,,YKL144C,RPC25
LTV1,,YKL143W,LTV1
MRP8,,YKL142W,MRP8
SDH3,,YKL141W,SDH3
TGL1,,YKL140W,TGL1
CTK1,,YKL139W,CTK1
MRPL31,,YKL138C,MRPL31
CMC1,,YKL137W,CMC1
YKL136W,,YKL136W,YKL136W
APL2,,YKL135C,APL2
OCT1,,YKL134C,OCT1
YKL133C,,YKL133C,YKL133C
RMA1,,YKL132C,RMA1
YKL131W,,YKL131W,YKL131W
SHE2,,YKL130C,SHE2
MYO3,,YKL129C,MYO3
PMU1,,YKL128C,PMU1
PGM1,,YKL127W,PGM1
YPK1,,YKL126W,YPK1
RRN3,,YKL125W,RRN3
SSH4,,YKL124W,SSH4
YKL123W,,YKL123W,YKL123W
SRP21,,YKL122C,SRP21
DGR2,,YKL121W,DGR2
OAC1,,YKL120W,OAC1
VPH2,,YKL119C,VPH2
YKL118W,,YKL118W,YKL118W
SBA1,,YKL117W,SBA1
PRR1,,YKL116C,PRR1
YKL115C,,YKL115C,YKL115C
APN1,,YKL114C,APN1
RAD27,,YKL113C,RAD27
ABF1,,YKL112W,ABF1
YKL111C,,YKL111C,YKL111C
KTI12,,YKL110C,KTI12
HAP4,,YKL109W,HAP4
SLD2,,YKL108W,SLD2
YKL107W,,YKL107W,YKL107W
YKL106C-A,,YKL106C-A,YKL106C-A
AAT1,,YKL106W,AAT1
SEG2,,YKL105C,SEG2
GFA1,,YKL104C,GFA1
APE1,,YKL103C,APE1
YKL102C,,YKL102C,YKL102C
HSL1,,YKL101W,HSL1
YPF1,,YKL100C,YPF1
UTP11,,YKL099C,UTP11
MTC2,,YKL098W,MTC2
YKL097C,,YKL097C,YKL097C
CWP2,,YKL096W-A,CWP2
CWP1,,YKL096W,CWP1
YJU2,,YKL095W,YJU2
YJU3,,YKL094W,YJU3
MBR1,,YKL093W,MBR1
BUD2,,YKL092C,BUD2
YKL091C,,YKL091C,YKL091C
CUE2,,YKL090W,CUE2
MIF2,,YKL089W,MIF2
CAB3,,YKL088W,CAB3
CYT2,,YKL087C,CYT2
SRX1,,YKL086W,SRX1
MDH1,,YKL085W,MDH1
HOT13,,YKL084W,HOT13
YKL083W,,YKL083W,YKL083W
RRP14,,YKL082C,RRP14
TEF4,,YKL081W,TEF4
VMA5,,YKL080W,VMA5
SMY1,,YKL079W,SMY1
DHR2,,YKL078W,DHR2
YKL077W,,YKL077W,YKL077W
YKL076C,,YKL076C,YKL076C
YKL075C,,YKL075C,YKL075C
MUD2,,YKL074C,MUD2
LHS1,,YKL073W,LHS1
STB6,,YKL072W,STB6
YKL071W,,YKL071W,YKL071W
YKL070W,,YKL070W,YKL070W
YKL069W,,YKL069W,YKL069W
NUP100,,YKL068W,NUP100
YNK1,,YKL067W,YNK1
YKL066W,,YKL066W,YKL066W
YET1,,YKL065C,YET1
MNR2,,YKL064W,MNR2
YKL063C,,YKL063C,YKL063C
MSN4,,YKL062W,MSN4
BLI1,,YKL061W,BLI1
FBA1,,YKL060C,FBA1
MPE1,,YKL059C,MPE1
TOA2,,YKL058W,TOA2
NUP120,,YKL057C,NUP120
TMA19,,YKL056C,TMA19
OAR1,,YKL055C,OAR1
DEF1,,YKL054C,DEF1
MDM35,,YKL053C-A,MDM35
YKL053W,,YKL053W,YKL053W
ASK1,,YKL052C,ASK1
SFK1,,YKL051W,SFK1
YKL050C,,YKL050C,YKL050C
CSE4,,YKL049C,CSE4
ELM1,,YKL048C,ELM1
ANR2,,YKL047W,ANR2
DCW1,,YKL046C,DCW1
PRI2,,YKL045W,PRI2
MMO1,,YKL044W,MMO1
PHD1,,YKL043W,PHD1
SPC42,,YKL042W,SPC42
VPS24,,YKL041W,VPS24
NFU1,,YKL040C,NFU1
PTM1,,YKL039W,PTM1
RGT1,,YKL038W,RGT1
AIM26,,YKL037W,AIM26
YKL036C,,YKL036C,YKL036C
UGP1,,YKL035W,UGP1
TUL1,,YKL034W,TUL1
YKL033W-A,,YKL033W-A,YKL033W-A
TTI1,,YKL033W,TTI1
IXR1,,YKL032C,IXR1
YKL031W,,YKL031W,YKL031W
YKL030W,,YKL030W,YKL030W
MAE1,,YKL029C,MAE1
TFA1,,YKL028W,TFA1
TCD2,,YKL027W,TCD2
GPX1,,YKL026C,GPX1
PAN3,,YKL025C,PAN3
URA6,,YKL024C,URA6
YKL023W,,YKL023W,YKL023W
CDC16,,YKL022C,CDC16
MAK11,,YKL021C,MAK11
SPT23,,YKL020C,SPT23
RAM2,,YKL019W,RAM2
YKL018C-A,,YKL018C-A,YKL018C-A
SWD2,,YKL018W,SWD2
HCS1,,YKL017C,HCS1
ATP7,,YKL016C,ATP7
PUT3,,YKL015W,PUT3
URB1,,YKL014C,URB1
ARC19,,YKL013C,ARC19
PRP40,,YKL012W,PRP40
CCE1,,YKL011C,CCE1
UFD4,,YKL010C,UFD4
MRT4,,YKL009W,MRT4
LAC1,,YKL008C,LAC1
CAP1,,YKL007W,CAP1
SFT1,,YKL006C-A,SFT1
